Time,100,200,301,302
Sep-20,2020,9129,9482,217
Oct-20,2770,24015,28798,6906
Nov-20,2990,28956,46356,13132
Dec-20,3140,42911,71172,17801
Jan-21,3250,48026,94206,22986
Feb-21,3320,51347,110791,32911
Mar-21,3330,52136,116957,34066
Apr-21,3330,52259,117455,34516
May-21,3330,52372,117965,34516
Jun-21,3330,52388,118026,34518
