filename,num_cnt,draw_cnt
0003f01339643530.csv,4,65.66666666666667
0008dd4b99fd4775.csv,15,59.92857142857143
000b0fc7320f6070.csv,14,60.30769230769231
000c3dd8eb5d4961.csv,17,62.3125
00148ebafe2d0393.csv,7,46.0
00173dcd62005005.csv,10,67.33333333333333
00182b0cd74e7138.csv,6,82.2
00188719f4d23080.csv,31,55.63333333333333
0019076822c56572.csv,23,63.31818181818182
001a28c447c76732.csv,32,55.29032258064516
001ff3e73dfc5298.csv,11,56.3
0022cf8f7b8c2624.csv,13,63.166666666666664
00260b9db61b6883.csv,14,49.53846153846154
00261cabb9c39335.csv,8,69.71428571428571
0028debe5b384992.csv,30,49.172413793103445
002ba88712104340.csv,10,48.888888888888886
002e240311210009.csv,6,54.6
003d12d0225a2523.csv,12,51.54545454545455
004234eb09e75738.csv,27,56.65384615384615
004246c796f16868.csv,73,58.90277777777778
00499e007acb4811.csv,23,54.0
004c7ddb68207292.csv,10,68.44444444444444
0050bff35c901796.csv,8,61.285714285714285
005ee5068ca47731.csv,12,62.54545454545455
005ee6737ca21701.csv,13,43.833333333333336
00669444d3723370.csv,29,64.42857142857143
0066d2036a2e8665.csv,12,55.36363636363637
0068024878431813.csv,8,78.28571428571429
0068ace085218351.csv,41,56.65
0068af3544712497.csv,23,59.18181818181818
006b6157087f3646.csv,13,63.083333333333336
006d3c675fd66022.csv,48,59.4468085106383
00725c9bf88b8920.csv,20,61.526315789473685
00771f4b1a865064.csv,15,52.785714285714285
007732ed67017733.csv,5,79.0
007d701c35774036.csv,58,60.01754385964912
007ee6dcd3ab4658.csv,13,43.333333333333336
0081c418c5555854.csv,20,52.26315789473684
00828d36ac182359.csv,8,68.42857142857143
0084e1695e3a8768.csv,7,62.5
008c87cd2e649618.csv,16,56.0
008f31cfb6842815.csv,22,56.0
00a19d173d180728.csv,5,69.5
00a415718d263736.csv,7,63.0
00a6f75e70378444.csv,12,53.54545454545455
00a7cdc4b9c19105.csv,54,57.735849056603776
00aa63d81e166139.csv,5,78.75
00ab7a703f7a1407.csv,13,42.166666666666664
00b1ed7afcdb8265.csv,10,58.0
00b4273a671a8809.csv,9,60.625
00b56833e4ed0668.csv,8,72.42857142857143
00b696c697036352.csv,13,52.083333333333336
00b8a51791fc4330.csv,14,70.3076923076923
00b9a1c2c00f7010.csv,7,51.5
00c69336c57e5603.csv,13,62.166666666666664
00c95ee944ab4814.csv,3,73.0
00cdde5991694754.csv,9,64.125
00d35a94ec291551.csv,9,61.25
00d78ccff7628083.csv,9,56.25
00de52cb6c9f0841.csv,13,62.25
00e530915b5c4420.csv,36,56.22857142857143
00e6135d08d45281.csv,13,72.5
00e6430440a63042.csv,7,74.83333333333333
00f429d476bc9641.csv,47,59.76086956521739
010ab56a39e91985.csv,19,50.27777777777778
010e0c3a2cb39684.csv,9,46.25
010ea5a57d960834.csv,28,54.18518518518518
0117daa276549407.csv,12,70.63636363636364
012292ee35f81680.csv,16,59.0
012a861eb32f6304.csv,31,61.53333333333333
012b8a5fc26f3692.csv,6,65.8
0132790ca9657409.csv,9,57.0
0132fdab3fce8778.csv,18,58.1764705882353
0137be5f560f0942.csv,8,71.0
013d505b3e889318.csv,6,57.0
014075b936198114.csv,10,66.66666666666667
01421465c9b90572.csv,17,58.625
014fc2f839962642.csv,6,56.4
0157fbeb22c91543.csv,20,60.578947368421055
015b893544169793.csv,17,52.625
016038b5bcb17150.csv,13,72.33333333333333
01687450497d5772.csv,11,73.1
01692159f1659305.csv,20,55.26315789473684
016c4518cdca0843.csv,12,47.54545454545455
016d190419328191.csv,25,55.875
017513284b204602.csv,10,59.22222222222222
0179c4058c263722.csv,5,75.0
017ea057fadf7402.csv,75,55.95945945945946
01817f4f5eff2530.csv,7,60.666666666666664
0181841c24939885.csv,15,63.285714285714285
0182c58db1380835.csv,13,66.16666666666667
0193f08262b31088.csv,10,53.55555555555556
019bdde530118735.csv,10,75.0
01a3ab28d9814840.csv,46,59.08888888888889
01b24b71f1ff2289.csv,19,61.388888888888886
01b8e140ab1c8857.csv,12,74.9090909090909
01ba2f5f86d90524.csv,11,58.3
01c2393ee84b7630.csv,33,63.34375
01c4cacfafb31763.csv,10,72.66666666666667
01cd9528ae905909.csv,30,60.310344827586206
01d61f65dc6c0135.csv,9,74.0
01d854ad99047497.csv,9,44.125
01d9d03b46b89162.csv,24,43.73913043478261
01e806e6c8ca4071.csv,8,54.142857142857146
01eb5709d8d52553.csv,16,62.46666666666667
01eb76b7221e4221.csv,9,64.5
01ee70016e1b9351.csv,4,70.33333333333333
01f04c4ae1365762.csv,12,53.54545454545455
01fcbd4e07854230.csv,3,49.0
01fdbd0555493873.csv,17,46.25
01feaf0c035c5180.csv,4,44.666666666666664
02039962e4491833.csv,8,59.714285714285715
02057b7643525386.csv,8,59.714285714285715
020bf7b6adaf2951.csv,23,56.31818181818182
020c5b1af4495546.csv,15,61.42857142857143
020c8101436a7166.csv,12,65.72727272727273
020dad6ec6ee3309.csv,101,59.39
020df294065d1638.csv,6,68.0
02109d8a6e051940.csv,20,71.0
02178e8764609007.csv,37,60.02777777777778
021816222acb1240.csv,23,62.31818181818182
021c187a71183786.csv,10,44.666666666666664
021e3abbf2ac9593.csv,12,54.09090909090909
0223c82361ee7538.csv,35,65.02941176470588
0229d5860fb72940.csv,14,63.15384615384615
022a2aa82e5d5528.csv,12,55.81818181818182
022b28cd46b82722.csv,11,58.1
022e250bbb7a0987.csv,12,66.36363636363636
022e296b446a5135.csv,24,49.43478260869565
02328010034a1319.csv,21,61.35
0236e55950477434.csv,8,52.57142857142857
023d8944d6178393.csv,12,58.45454545454545
023f89ffd1a29254.csv,12,81.0909090909091
024178f3f7274387.csv,8,59.857142857142854
024d6a2ca1d72995.csv,6,70.8
024dabfa53e13598.csv,6,56.8
025151ad276e9202.csv,4,64.33333333333333
0252a8c534643284.csv,12,56.36363636363637
02545188f7199163.csv,7,70.66666666666667
025aa4e5168a4290.csv,17,54.875
0261a36e9c5a2701.csv,19,48.0
027457c926027584.csv,21,53.85
02751bff4d946081.csv,6,56.4
028c252488a97149.csv,17,60.4375
02929f8ad00b1060.csv,8,67.28571428571429
02930e6338488855.csv,6,73.8
02974200af3b6856.csv,9,78.75
029e51021c1e6761.csv,4,56.666666666666664
02a09fe640023980.csv,26,47.48
02a7994a13411736.csv,9,42.0
02aa17a830bb6553.csv,14,51.84615384615385
02afdfd3da665350.csv,22,63.857142857142854
02b370e341018111.csv,5,77.5
02b4460962703914.csv,10,63.55555555555556
02b450d353145903.csv,17,47.3125
02babb1922309912.csv,10,65.33333333333333
02c09d5d8e9a1317.csv,12,57.54545454545455
02c23a5a3f3d1775.csv,20,64.10526315789474
02c4bfbe4cb94581.csv,15,61.42857142857143
02c5e95e12508342.csv,8,77.0
02c78582ea7c9370.csv,7,64.5
02ce5c3a61fe0598.csv,8,64.28571428571429
02d34aa5532a6381.csv,10,56.666666666666664
02de196e156c9469.csv,13,34.25
02e5ee1eec424555.csv,4,78.66666666666667
02e7e976fabf2856.csv,5,79.25
02e925f5e1896291.csv,14,56.84615384615385
02e997e2c6698153.csv,7,59.166666666666664
02f3c5e5851c7186.csv,18,56.64705882352941
02f687fcd72a9755.csv,11,71.2
02f9f0d60df44319.csv,5,60.25
02fa4f4733e09130.csv,7,42.833333333333336
02fb404df54c0735.csv,25,57.333333333333336
02ff367e5d532302.csv,5,73.75
030117f6bd006180.csv,14,63.07692307692308
0302ae6889c35963.csv,7,48.666666666666664
0305482c0ba08293.csv,14,56.61538461538461
03055d790f104743.csv,8,71.14285714285714
03073b94fc713883.csv,10,57.0
0307c2c61c2b2190.csv,6,65.4
030810d76f3b0637.csv,7,66.0
030ae2f9c40a8013.csv,3,51.0
030e6dbecbd08095.csv,65,57.296875
0317609905b16752.csv,20,61.21052631578947
031a0b1f8e0d8746.csv,11,52.0
031ad1da1c9d9905.csv,20,52.1578947368421
031ba1af04419075.csv,7,53.5
0324851b30953359.csv,7,54.0
0326566354081463.csv,17,51.875
032f7213c0394814.csv,14,64.92307692307692
0330323cd2301066.csv,3,30.5
0332ed3f258d6784.csv,9,68.375
0334dc5483002523.csv,11,62.6
033863f870a36254.csv,30,56.48275862068966
033cedd249ed3440.csv,10,78.44444444444444
0340fa7613445857.csv,6,67.4
0343cabc77e54343.csv,7,62.166666666666664
0346b0d10d8a4091.csv,11,60.9
034b742830e43278.csv,20,46.78947368421053
0350558e6f2e0584.csv,8,60.0
035579cf7de84784.csv,49,62.625
0358d8baad348209.csv,7,73.66666666666667
035d3431eb0d1126.csv,20,61.78947368421053
035f3c420f654506.csv,3,97.0
0363876ca2605410.csv,27,57.23076923076923
036a99019ae35464.csv,20,59.526315789473685
036df0a4000b8826.csv,3,96.0
0378167a68a29816.csv,6,51.4
037913e09ca53726.csv,44,53.325581395348834
037c57d8be875156.csv,4,36.666666666666664
0383b0c60dd13033.csv,8,64.28571428571429
0384d41a28156038.csv,9,54.125
03904a6717c69611.csv,8,55.57142857142857
03950a1b7a804522.csv,7,59.0
0397f31918653239.csv,7,62.0
039bad458cf61760.csv,47,53.56521739130435
03b304b237656265.csv,36,49.371428571428574
03b36633e77e5568.csv,20,58.26315789473684
03b8b92b5f461515.csv,18,46.1764705882353
03bc4a07dbb21388.csv,21,58.75
03c3cf6632921087.csv,9,71.625
03cb061aa9188725.csv,15,51.57142857142857
03cb64c06f189363.csv,12,72.27272727272727
03cebbd7ca155748.csv,12,55.81818181818182
03cf41693f8f7851.csv,21,55.85
03cf6b98c66f5148.csv,22,56.61904761904762
03d380f856e73945.csv,7,80.66666666666667
03d3dc1978315224.csv,19,58.111111111111114
03d7be78c5011491.csv,18,50.0
03d7c87f3e764764.csv,127,59.45238095238095
03daaaf60c188210.csv,9,64.75
03e0b1058b265071.csv,7,58.5
03ecbec471b17914.csv,33,63.5
03ed414126238308.csv,13,63.916666666666664
03ef5c2dc8a99187.csv,10,56.333333333333336
03f1aefa3f1b9580.csv,12,44.0
03f349b4cfd79990.csv,7,64.5
03f605f61c4f9423.csv,12,70.72727272727273
03f93bd949671399.csv,13,59.166666666666664
03f9d60222db7125.csv,24,54.391304347826086
04039e7a8fa05566.csv,16,69.53333333333333
040d3a5feab80573.csv,66,56.01538461538462
040d7840c1537193.csv,5,74.25
040d97c694dc7002.csv,33,62.84375
0414272820650912.csv,11,58.3
0414721a72952203.csv,12,68.27272727272727
0420d0c2f7fd2994.csv,32,55.903225806451616
042656acb5da3677.csv,25,57.375
0429005da1be6636.csv,23,59.81818181818182
042ab9ed34425393.csv,25,61.708333333333336
0438307d1d349345.csv,23,54.77272727272727
043bd2b583811331.csv,19,64.16666666666667
043bfa5709428978.csv,14,42.15384615384615
043df079c76d7844.csv,10,64.66666666666667
043eb05634ca4596.csv,13,72.33333333333333
04441a9e49042460.csv,29,53.535714285714285
0455c09525015491.csv,3,78.5
045bb2447c756150.csv,7,55.666666666666664
045c98140e380587.csv,13,64.83333333333333
045fe0336c432509.csv,24,51.82608695652174
0460f7e167493225.csv,9,67.375
04615179a7040410.csv,15,52.785714285714285
04618b9fdeb62272.csv,8,43.57142857142857
0462dd5badc07633.csv,12,60.54545454545455
046506b421a04834.csv,16,58.93333333333333
046d8683fe814385.csv,15,57.642857142857146
046e51d0599a6168.csv,41,61.775
046e5864ee114761.csv,17,57.25
0470cc5158dd5780.csv,7,65.83333333333333
04746060c6775227.csv,9,51.375
04757759b7ab4860.csv,6,83.2
04870d9a46465549.csv,38,62.432432432432435
04901f9f32050278.csv,19,56.55555555555556
049082c5f7225166.csv,43,56.04761904761905
04912b5eb7b09871.csv,16,62.2
04922725aa519861.csv,7,55.5
0492336cd51c1361.csv,14,61.69230769230769
0495616da7c90726.csv,32,54.25806451612903
049c23cbe9b03917.csv,79,62.3974358974359
04a208a424829145.csv,15,30.071428571428573
04a27560b99b3676.csv,7,72.0
04b207b8aa3d4664.csv,20,56.94736842105263
04b2c752e0cb5443.csv,5,81.0
04b33b27c21f2981.csv,22,59.57142857142857
04b4983a80605771.csv,11,69.0
04c130b709b06169.csv,16,50.4
04c9d7c59de15036.csv,15,59.57142857142857
04d2a6294ae97688.csv,20,64.89473684210526
04d4283f85b62494.csv,14,56.92307692307692
04d560ca314f9901.csv,8,58.285714285714285
04d77bc862358426.csv,26,62.56
04d8b58e10a93236.csv,23,58.68181818181818
