num_cnt,draw_cnt
21,65
22,14
23,70
24,68
1,74
2,67
3,80
1,77
2,25
3,68
4,78
5,17
6,59
7,215
1,67
2,67
1,79
2,36
3,65
4,10
1,75
2,78
3,28
1,78
2,79
3,76
4,79
5,23
6,18
7,92
8,31
9,34
10,60
1,64
2,67
3,3
4,69
5,64
6,54
1,4
2,81
1,24
2,77
1,61
2,37
3,78
4,26
5,77
6,67
1,24
1,162
1,55
2,77
3,17
1,3
2,26
3,77
4,81
5,68
6,20
7,78
8,81
9,10
10,29
11,85
12,75
1,66
2,70
3,63
1,73
2,30
1,20
2,77
3,80
4,9
5,5
1,15
2,77
3,85
4,79
5,120
6,95
7,81
1,12
2,61
3,63
1,37
2,1
3,53
4,33
1,29
2,16
3,63
1,63
2,77
3,77
4,75
5,75
6,60
7,78
8,78
9,31
10,35
11,39
12,29
1,24
2,64
3,2
4,1
1,59
1,69
1,8
2,3
3,103
4,13
5,78
6,68
7,30
8,30
9,82
10,3
11,75
12,25
13,79
14,75
15,35
16,23
17,48
18,49
19,73
20,83
21,10
22,76
23,30
24,18
25,80
1,23
2,64
3,68
4,25
5,34
6,9
7,69
1,26
2,53
3,58
4,87
5,12
6,73
1,16
2,13
3,77
1,17
2,61
3,77
4,23
5,63
1,65
1,52
1,41
1,77
2,78
1,64
2,14
1,2
2,81
1,29
2,76
3,16
4,69
5,81
6,68
7,37
8,79
9,10
1,58
1,47
2,13
1,10
1,7
2,54
3,77
4,24
5,77
1,66
2,64
1,7
2,79
3,82
1,41
2,20
3,76
4,77
5,78
6,6
7,18
8,76
9,74
10,81
11,39
12,32
13,81
14,76
15,79
16,42
17,75
18,77
19,32
20,15
21,6
22,7
23,56
1,51
2,67
3,65
4,10
5,48
6,64
7,69
8,64
9,51
10,66
11,60
12,66
13,68
1,78
2,80
1,28
1,74
2,80
3,36
4,80
5,33
1,26
2,51
3,65
1,32
1,13
2,44
3,77
4,82
5,78
6,78
7,9
8,74
9,39
10,74
11,31
12,14
13,78
14,71
15,82
16,38
17,78
18,31
19,78
20,76
21,75
22,80
23,42
24,76
1,61
2,47
3,4
4,67
5,67
6,64
7,66
8,63
9,67
10,66
11,65
12,66
13,43
14,20
15,69
16,48
1,53
2,41
3,1
4,76
5,79
6,78
7,22
8,57
9,79
10,53
1,50
2,65
1,18
2,77
3,59
4,79
5,54
6,46
7,51
8,77
9,68
10,77
1,62
1,5
1,73
2,53
1,62
2,79
3,75
4,36
5,48
6,82
7,78
8,69
9,9
10,20
11,118
1,31
2,67
3,13
4,67
5,14
6,26
7,65
1,114
2,41
1,53
1,80
2,1
3,4
4,76
5,42
6,80
7,43
8,68
9,9
1,40
2,5
3,11
1,71
2,77
3,80
1,74
2,24
3,73
4,77
5,80
6,42
7,78
8,79
9,73
10,45
11,76
12,78
13,9
14,78
15,52
16,9
17,9
18,62
19,50
20,76
21,16
22,76
23,78
24,73
25,35
26,16
27,80
28,77
29,76
30,38
31,49
1,68
2,27
3,54
4,16
5,69
6,69
7,68
8,66
9,24
10,14
11,64
12,68
13,63
14,63
15,66
16,65
17,66
18,66
19,66
20,70
21,67
22,66
23,66
24,18
25,5
26,17
27,26
28,66
29,67
30,24
1,70
2,80
3,24
1,70
2,76
3,23
4,33
5,74
6,1
7,73
8,56
9,4
10,74
11,83
12,14
13,40
14,52
15,47
1,28
2,64
3,32
1,17
2,9
3,3
1,78
1,67
2,76
3,46
4,77
5,75
6,28
7,80
8,76
9,77
1,20
2,55
3,64
4,69
5,64
6,66
7,35
1,75
2,77
1,29
2,11
1,39
2,77
3,2
4,81
1,12
2,69
1,15
2,31
3,26
1,23
2,75
3,78
1,70
2,70
3,12
4,80
5,80
6,78
7,19
8,5
9,81
10,37
11,76
12,55
13,76
14,5
15,76
16,41
17,77
18,75
19,81
20,80
21,76
22,36
23,43
24,77
25,75
26,76
27,11
28,17
29,10
30,76
31,9
32,77
33,77
34,82
35,69
36,54
37,78
38,76
39,9
40,75
41,67
42,78
43,85
44,80
45,65
46,47
47,76
48,77
49,76
50,74
51,77
52,77
53,81
54,33
55,79
56,74
57,79
58,79
59,29
60,44
61,75
1,65
2,66
3,67
4,70
5,66
6,47
7,21
8,66
9,67
10,67
11,47
12,50
13,73
14,12
15,65
16,48
17,65
18,68
19,68
20,64
21,68
22,66
23,42
24,31
25,65
26,70
27,66
28,66
29,65
30,63
31,61
32,73
33,30
34,50
35,65
36,61
37,65
38,30
39,69
40,29
41,66
42,68
43,67
44,65
45,56
1,76
2,6
3,24
4,115
5,78
6,77
7,40
8,74
9,77
10,77
11,75
12,79
13,74
14,10
15,71
16,42
17,20
18,50
19,75
20,63
21,78
22,2
23,11
24,28
1,11
1,10
2,38
3,77
4,60
1,43
1,74
1,12
1,5
2,77
1,16
2,79
1,22
1,19
2,81
3,74
1,4
1,14
2,75
3,75
1,77
2,81
3,81
4,107
5,80
6,24
7,44
8,15
9,17
10,97
11,74
12,2
1,21
2,69
3,5
4,69
5,66
6,66
7,64
1,77
2,77
3,45
4,39
5,52
6,82
7,9
1,12
2,83
3,10
4,43
1,73
2,68
3,76
4,1
5,35
6,34
7,77
8,65
9,20
10,60
1,82
2,28
3,154
4,10
1,42
1,89
2,82
3,9
1,17
1,75
2,76
3,80
1,78
2,17
3,61
4,76
5,67
6,74
7,75
1,65
1,119
1,25
2,77
1,11
2,97
3,51
4,52
1,42
2,64
1,2
1,18
2,78
1,9
2,11
3,9
4,37
5,136
6,15
7,24
8,82
1,18
2,57
3,18
4,76
1,1
2,81
3,78
4,75
5,40
6,81
7,24
8,40
1,29
2,74
3,81
4,79
5,77
6,71
7,77
8,77
9,24
10,78
11,5
12,78
13,69
14,59
15,100
16,77
17,76
18,80
19,77
20,71
21,79
22,31
1,69
2,67
3,63
4,67
5,12
6,26
7,66
8,70
9,64
10,63
11,67
1,16
2,65
3,5
4,19
5,54
1,58
2,75
3,13
1,26
2,77
3,118
4,72
5,77
6,81
1,54
2,68
3,67
1,35
1,73
2,78
1,60
2,81
3,74
4,78
5,58
6,75
7,73
8,74
1,68
2,64
1,31
1,77
2,76
3,39
4,79
5,75
6,2
7,74
8,22
9,76
1,23
2,69
1,0
1,43
2,77
3,8
4,36
1,40
2,80
3,81
4,78
5,81
6,78
7,59
8,37
9,69
10,61
1,23
2,24
1,26
1,46
2,64
1,56
1,55
2,85
3,25
1,52
2,67
3,48
4,74
5,68
6,13
7,67
8,10
1,64
2,65
1,102
2,18
1,27
2,76
1,49
2,47
3,135
4,74
5,56
1,52
1,54
2,13
1,79
2,75
3,1
4,20
1,74
2,17
3,20
4,82
5,44
6,78
7,42
1,34
2,40
3,12
4,67
5,66
6,2
7,23
1,15
2,66
3,94
1,78
2,76
3,75
4,34
5,4
6,78
7,35
8,13
9,78
10,5
1,76
2,80
3,83
4,69
5,76
6,20
7,76
8,77
9,82
10,41
11,27
12,19
13,77
14,75
1,62
2,66
3,66
4,68
5,52
6,67
7,69
8,67
9,70
10,7
1,77
2,77
3,40
4,80
5,80
6,58
7,73
8,76
9,35
10,79
11,80
12,17
13,42
1,64
2,20
1,32
2,76
3,76
4,78
5,56
6,74
7,23
8,77
9,76
1,6
2,65
3,66
4,69
1,51
1,77
2,76
1,76
2,57
3,77
1,59
2,14
1,32
1,74
1,34
2,74
3,56
4,2
5,62
6,77
7,80
8,80
9,64
1,33
2,65
1,40
2,1
1,78
2,17
3,80
4,74
5,25
1,73
2,6
3,78
4,74
5,74
6,22
7,76
8,16
9,78
10,75
11,25
12,64
13,67
1,67
2,16
3,65
4,66
5,31
1,66
2,74
3,99
1,36
2,74
1,78
2,77
3,83
4,78
1,51
1,73
2,76
1,3
2,75
3,49
1,59
2,91
3,78
4,135
5,101
6,12
1,45
2,67
3,22
4,37
5,11
6,63
1,7
2,40
3,49
4,13
1,67
2,77
3,77
1,22
2,80
3,78
4,78
5,25
6,76
7,71
8,82
9,48
10,71
11,41
12,78
13,31
14,15
15,5
1,4
2,63
3,68
4,15
1,8
2,34
3,74
1,70
2,78
3,79
4,80
5,82
6,29
7,41
8,44
9,177
1,45
2,57
3,63
4,65
5,52
1,97
2,61
3,26
1,50
2,80
1,58
2,80
3,64
4,77
5,45
6,79
7,18
8,106
9,104
10,75
11,79
1,45
2,18
3,28
4,30
1,20
2,88
3,76
4,51
1,38
2,78
3,3
1,56
2,72
3,56
4,22
5,83
1,49
1,37
2,80
3,75
1,14
2,78
3,84
4,29
5,49
6,100
1,66
2,36
1,31
2,131
3,58
1,38
2,45
3,79
1,18
2,77
3,74
4,80
5,77
6,77
7,77
8,52
9,76
10,75
1,25
2,34
3,46
4,63
1,60
2,31
3,46
1,25
2,22
3,79
4,81
5,139
6,20
7,7
8,24
1,4
2,58
1,20
2,15
3,59
1,23
2,80
1,43
2,74
3,77
4,78
1,28
2,63
1,38
2,55
1,7
2,76
3,34
4,26
5,14
6,77
7,68
1,34
2,21
3,45
1,112
2,5
1,77
2,77
3,78
4,30
1,77
2,76
3,80
4,52
5,22
6,2
7,21
8,81
9,72
10,21
11,18
12,76
1,62
2,64
1,65
1,75
2,43
1,80
2,63
3,77
1,77
2,50
3,76
4,77
5,83
6,96
7,31
8,111
9,42
1,56
2,43
3,78
4,21
5,64
6,26
1,27
2,77
1,61
2,52
3,37
1,1
1,75
1,65
2,24
1,38
1,33
2,6
3,38
4,36
5,79
6,47
7,9
8,71
1,17
2,49
3,68
1,65
2,78
1,47
2,78
3,70
1,68
2,27
3,78
4,79
5,79
6,74
7,75
8,8
9,82
10,75
11,32
12,55
13,81
14,82
15,78
16,82
17,69
18,23
19,54
20,79
21,77
22,80
23,82
24,80
25,77
26,83
27,83
1,56
2,67
3,64
4,66
5,64
6,64
7,65
8,16
9,58
10,31
1,4
1,16
1,64
2,66
3,13
4,37
5,76
1,11
1,79
1,37
2,42
1,73
2,74
3,124
4,21
5,17
6,60
7,6
1,35
1,22
1,12
1,24
1,26
2,57
3,80
1,25
2,74
3,74
4,56
5,13
6,80
7,96
8,50
9,64
10,79
11,78
12,14
1,39
2,55
3,67
4,8
5,66
1,29
2,53
3,74
4,60
1,77
2,77
3,79
1,75
2,77
3,80
4,50
5,75
6,77
7,78
8,96
9,64
10,71
11,1
12,110
13,61
14,63
1,39
2,66
3,1
1,16
2,106
3,77
4,48
1,55
2,72
1,79
2,41
3,77
4,75
5,10
6,6
7,77
8,76
1,69
2,26
3,67
1,49
2,75
3,11
1,76
2,74
3,75
1,42
2,71
3,79
4,78
5,76
6,84
7,38
8,11
9,77
10,77
11,81
12,75
13,77
14,77
15,76
16,75
17,74
18,76
19,22
20,1
21,75
1,28
2,19
3,23
4,67
5,42
6,28
7,65
8,67
9,54
10,69
11,60
12,69
13,63
1,77
2,83
1,2
2,83
3,79
4,19
5,46
6,77
7,64
8,76
1,72
2,65
1,68
1,64
2,59
3,75
1,21
2,63
1,11
2,84
3,30
4,50
5,76
6,33
7,5
1,79
2,78
3,77
4,77
5,79
6,77
7,33
8,184
9,66
10,25
11,35
1,29
2,46
3,52
1,27
2,17
3,17
1,4
2,79
1,5
2,70
3,79
1,41
2,65
1,72
2,67
3,22
1,30
2,31
3,18
4,76
1,76
2,43
3,76
4,99
1,98
2,41
3,4
4,67
1,50
2,72
3,52
1,25
2,29
3,53
4,78
5,34
6,19
7,79
8,82
9,80
10,77
11,74
12,50
13,77
14,38
15,78
16,52
1,58
2,61
3,65
1,28
1,12
2,85
1,58
2,77
3,11
4,68
5,75
6,79
7,76
8,76
9,77
1,57
2,36
3,65
4,70
5,67
6,67
7,2
1,1
2,37
3,77
1,50
2,35
3,16
4,47
5,82
1,45
1,57
1,70
2,74
3,86
4,74
5,56
6,14
1,66
2,64
3,67
1,27
2,81
3,75
4,76
1,13
2,32
3,75
4,81
5,8
6,20
7,62
8,34
9,80
10,74
11,38
12,30
13,77
14,60
15,3
1,64
2,58
3,65
4,11
5,64
1,19
2,3
1,21
2,77
3,31
1,63
2,24
3,56
4,31
5,14
6,67
1,19
2,56
1,70
1,29
2,77
3,11
4,81
5,64
6,73
7,78
1,63
1,67
2,77
1,79
2,49
3,76
4,43
5,94
6,5
7,42
1,3
2,69
3,69
4,66
5,69
1,31
2,19
3,66
4,58
5,3
1,78
1,26
1,13
1,1
2,81
3,50
1,76
2,80
3,30
4,45
5,69
6,47
7,65
1,9
2,66
1,50
2,6
3,78
4,35
5,22
1,79
2,80
3,25
4,79
5,78
6,31
7,18
8,75
9,77
10,80
11,80
12,76
1,65
2,64
3,67
1,27
2,54
3,75
1,72
2,36
3,26
4,80
5,82
6,74
7,78
8,8
9,64
10,82
1,47
2,66
3,4
1,57
2,46
1,25
2,75
1,75
2,76
3,78
4,71
5,25
6,80
7,73
8,80
1,63
2,12
3,64
4,47
5,66
1,42
1,61
1,77
2,87
3,80
1,55
1,62
2,10
3,13
1,67
2,10
1,6
2,59
3,78
4,77
5,79
6,27
7,79
8,38
9,81
10,78
11,66
12,79
13,6
14,16
1,39
2,7
3,67
4,61
1,31
2,73
3,74
1,12
2,78
3,13
4,27
5,26
6,80
7,33
8,13
9,18
10,50
11,20
12,18
1,65
2,19
3,62
4,10
1,48
2,35
1,66
2,8
3,77
4,17
5,44
6,78
7,78
8,63
9,75
10,77
11,81
12,34
13,78
14,78
15,78
1,56
2,66
3,68
1,4
1,72
2,79
3,75
1,12
1,4
1,3
2,76
3,1
4,50
1,54
2,78
3,83
4,80
5,73
6,21
7,79
8,75
9,43
10,76
11,80
12,75
13,77
14,77
15,79
16,88
17,76
18,75
19,30
20,82
21,81
22,64
23,33
24,80
25,80
26,44
27,25
28,13
1,61
2,67
3,66
4,67
5,66
6,64
7,67
8,44
9,29
1,72
2,77
3,55
4,9
5,86
6,7
7,4
8,71
9,68
1,1
2,81
3,41
1,79
2,76
3,22
4,56
1,56
2,70
3,64
1,16
2,33
3,9
1,20
2,67
3,74
4,16
5,78
6,1
1,58
2,72
3,77
4,53
5,27
6,28
7,14
8,42
1,65
2,68
3,63
1,42
2,41
3,1
1,49
2,17
3,31
4,146
5,41
6,1
1,45
2,33
1,1
2,45
3,20
4,78
1,70
1,68
2,83
3,81
4,76
1,57
1,49
2,32
1,21
2,78
1,72
2,76
3,38
4,56
1,15
2,64
3,67
4,65
1,8
2,77
1,60
2,1
3,75
4,76
5,47
6,74
7,63
8,66
9,9
10,3
11,17
1,59
2,63
3,64
4,24
5,63
6,17
7,65
8,11
9,68
10,10
1,14
1,13
2,75
1,61
2,55
3,42
4,79
5,14
6,3
1,39
1,16
2,77
1,35
2,11
3,79
4,80
5,76
6,115
1,63
1,32
1,55
2,1
3,38
4,79
5,33
6,33
1,49
2,40
3,79
4,78
5,25
6,32
7,63
8,75
9,66
10,83
11,3
12,121
13,76
14,69
15,5
1,62
2,64
3,65
4,19
5,67
6,15
7,66
8,67
1,42
1,76
2,77
3,64
4,81
5,65
6,77
7,81
8,38
9,74
10,37
11,78
12,75
13,53
14,74
15,77
16,39
17,12
18,68
19,27
20,78
21,75
22,17
23,18
24,74
25,81
26,78
27,71
28,76
29,81
30,50
31,1
32,26
33,13
34,78
35,74
36,21
37,76
38,79
39,80
40,76
41,51
42,74
43,83
44,51
45,17
46,78
47,81
48,3
49,79
50,80
1,75
2,78
3,20
4,80
5,60
6,74
7,77
8,80
9,79
10,76
11,24
12,75
13,52
14,86
15,8
16,28
17,76
18,77
19,42
20,78
1,63
2,31
3,67
4,72
5,66
6,27
7,69
8,27
9,66
1,57
2,22
3,71
4,76
5,77
6,16
7,74
8,76
9,76
10,51
11,81
12,51
1,71
1,9
2,71
3,39
4,4
5,79
1,75
1,67
2,28
1,9
2,77
3,30
4,43
5,77
6,58
7,55
8,78
9,79
1,63
2,46
1,11
1,17
2,78
3,82
4,13
1,39
2,64
3,63
4,71
5,76
6,16
1,63
2,54
3,66
1,82
1,3
2,77
3,17
1,79
2,74
1,63
2,67
1,51
2,62
3,4
1,29
1,13
2,75
3,4
4,57
5,79
6,75
1,12
1,51
2,82
1,14
1,76
2,74
3,30
1,79
2,78
3,80
4,47
5,31
6,75
7,77
8,78
9,118
10,89
11,21
12,14
13,93
14,44
1,65
2,63
3,14
4,18
5,66
6,66
7,70
8,49
9,4
1,11
2,78
3,13
4,39
5,66
1,33
2,82
3,3
4,77
5,29
6,49
1,29
2,77
3,80
4,59
5,34
6,57
7,79
8,75
9,75
10,80
11,81
12,17
13,68
14,78
15,76
16,82
17,43
18,77
1,57
2,67
3,26
4,26
5,64
6,56
7,49
8,17
9,64
1,74
1,51
2,59
3,7
4,51
5,29
1,4
2,29
3,35
1,9
2,56
3,132
4,53
1,71
1,104
2,34
3,47
1,71
1,15
1,60
2,21
3,75
4,86
5,80
1,79
2,27
3,76
4,75
5,46
6,78
7,46
8,81
9,66
10,81
1,15
2,13
3,21
4,32
5,8
1,55
2,77
1,15
1,34
1,72
1,41
2,2
3,80
4,78
5,78
6,80
7,66
1,39
2,65
3,16
1,5
2,68
1,16
2,76
3,77
4,77
5,65
6,76
7,78
1,25
1,74
2,76
1,65
2,20
3,54
4,79
5,28
6,82
1,70
2,63
1,16
2,50
1,41
2,78
3,32
4,4
1,14
2,78
3,77
4,80
5,58
6,52
7,33
8,75
9,38
10,37
11,75
12,58
13,78
1,60
1,133
1,2
2,62
3,79
4,76
1,78
2,76
3,16
4,75
5,69
6,65
7,52
8,74
9,77
10,72
11,81
12,75
13,15
14,8
15,80
16,16
17,76
18,42
19,22
20,80
21,77
22,39
23,76
24,75
25,79
26,81
27,57
28,77
29,82
30,1
31,76
32,75
33,76
34,76
35,82
1,32
2,65
3,17
4,38
5,59
6,65
7,64
8,65
9,66
10,70
11,39
12,66
13,10
14,69
15,66
16,63
17,68
1,28
2,77
3,41
4,77
5,82
6,80
7,29
1,78
2,79
3,80
1,33
2,81
3,76
4,82
5,77
6,78
7,78
8,11
9,72
10,79
11,79
12,25
13,9
14,9
15,6
16,18
17,78
18,77
19,60
20,77
21,17
1,49
2,67
3,67
4,66
5,67
6,39
7,67
8,63
9,64
10,69
11,66
12,49
13,65
14,15
1,68
2,78
3,24
4,70
5,78
6,70
7,77
8,75
9,8
10,74
11,80
12,139
1,37
2,27
1,6
2,77
3,77
1,50
2,68
1,3
1,3
2,33
3,59
4,52
1,71
2,20
3,84
4,79
5,41
6,51
7,9
8,67
1,8
2,35
3,57
1,15
2,76
3,23
4,78
5,9
6,2
7,76
8,7
1,27
2,10
3,80
4,74
5,74
6,46
7,7
8,78
9,75
10,63
11,76
12,80
13,76
14,78
15,69
16,78
17,78
18,166
19,16
20,80
1,67
2,63
3,66
4,67
5,68
6,72
7,18
8,67
9,67
10,70
1,5
2,55
1,73
2,36
1,3
2,53
3,77
4,75
5,74
6,71
7,79
8,77
9,45
10,54
11,75
12,74
13,40
14,5
15,76
16,1
17,75
18,19
19,59
20,77
21,76
22,76
23,77
1,64
2,37
3,65
4,4
5,46
6,65
7,32
8,55
9,53
10,64
11,17
12,70
13,40
1,79
2,78
3,76
4,80
5,87
1,12
2,79
3,5
1,31
2,80
3,77
4,126
5,69
6,26
7,12
1,69
1,27
2,82
1,75
2,80
3,76
1,46
2,40
3,54
4,12
5,75
6,78
7,77
8,76
9,15
10,75
11,74
12,78
13,81
14,79
15,22
16,83
17,56
1,64
2,66
3,40
4,70
5,11
6,65
1,28
2,29
1,6
2,79
3,76
1,62
2,77
3,19
4,80
5,39
6,63
7,51
8,29
9,77
10,5
11,78
12,78
13,75
14,77
15,74
16,79
17,29
18,17
19,66
20,76
21,44
22,84
23,74
24,81
25,27
26,26
27,47
28,78
29,76
30,77
31,22
32,68
33,79
34,83
35,79
36,75
37,74
38,5
39,78
40,56
41,73
42,76
43,5
44,76
45,76
46,70
47,7
48,81
49,28
50,78
51,74
52,48
1,51
2,64
3,64
4,64
5,67
6,64
7,66
8,68
9,67
10,65
11,66
12,18
13,64
14,19
15,67
16,45
17,66
18,17
19,66
20,63
21,65
22,68
23,69
24,29
25,69
26,67
1,151
2,31
3,79
4,77
1,76
2,33
3,10
4,15
1,26
2,39
3,44
4,78
5,74
6,77
7,76
1,69
1,71
1,75
1,77
2,67
1,8
2,23
3,2
4,12
5,1
1,65
2,85
3,39
4,77
5,76
6,76
1,74
2,31
3,38
1,31
2,78
3,18
4,1
5,33
6,83
7,76
1,66
2,68
3,13
4,71
5,69
6,60
7,67
1,9
1,77
1,77
2,77
3,80
4,79
5,83
1,18
1,54
1,32
2,19
3,75
4,80
5,73
1,38
2,4
3,42
1,75
2,81
1,78
2,76
3,77
4,70
5,75
6,24
7,79
1,65
1,71
1,79
1,86
2,75
3,43
4,67
5,59
1,58
1,67
2,41
3,80
4,81
1,47
2,76
3,76
4,79
5,80
6,78
7,67
8,23
9,80
10,81
11,77
12,40
13,78
14,76
15,78
16,15
17,45
18,78
19,15
20,82
21,84
1,45
2,57
3,33
4,20
5,2
6,10
7,68
8,68
9,24
10,7
11,68
12,65
1,72
2,76
1,21
2,77
3,76
1,77
2,28
3,78
4,77
5,56
6,37
7,74
8,49
9,78
10,49
1,44
2,33
3,8
1,76
2,49
3,76
4,74
5,139
1,12
1,20
1,75
2,5
3,57
1,63
2,69
3,70
4,67
1,9
2,76
3,61
1,20
2,26
3,79
4,43
5,73
6,82
7,73
8,77
9,38
10,22
11,77
1,52
1,35
2,11
1,56
2,68
1,49
2,80
3,76
4,81
5,23
6,77
7,78
8,74
1,12
2,81
1,9
2,149
3,4
4,9
5,55
1,74
2,2
3,9
4,44
5,14
1,33
2,79
1,29
2,79
3,74
4,38
5,49
6,47
7,79
1,29
2,28
1,83
2,64
1,78
2,12
3,78
4,30
1,77
2,21
3,80
4,77
5,76
6,77
7,73
8,79
9,80
10,78
11,46
12,59
13,29
14,75
15,19
1,72
2,74
3,31
4,80
1,77
2,78
1,81
2,34
3,77
4,83
5,46
6,76
1,65
1,75
2,2
3,47
1,30
2,6
3,17
4,15
5,78
1,34
2,12
3,63
4,76
5,79
6,75
7,76
8,57
9,75
10,79
11,64
12,74
13,2
14,55
15,52
16,78
17,40
18,46
19,12
20,82
21,69
22,79
23,76
24,81
1,53
2,56
3,5
4,67
5,68
6,64
7,54
8,66
9,65
10,64
11,42
12,63
13,65
14,65
1,22
2,77
1,10
2,77
3,26
4,41
5,77
1,18
1,11
2,81
1,12
2,21
3,79
1,21
2,78
1,59
2,77
3,76
4,76
5,13
6,80
7,10
8,55
9,26
10,76
11,78
12,75
13,14
14,47
15,76
16,78
17,76
18,79
1,57
2,57
3,64
4,70
1,12
2,79
1,8
2,52
3,47
4,65
5,41
6,8
1,9
1,15
2,75
3,78
1,21
2,74
3,13
1,76
2,73
1,40
2,42
1,30
2,3
1,81
2,52
3,86
4,76
5,76
6,39
1,53
1,26
1,20
2,79
1,76
2,77
3,9
4,101
5,42
6,58
1,63
2,65
1,47
2,42
3,4
4,43
5,76
1,41
2,62
1,53
2,76
3,64
4,9
5,26
1,10
2,65
3,65
4,73
5,66
1,20
2,136
3,79
1,46
1,79
2,5
3,19
4,43
5,17
6,64
7,76
1,27
2,81
1,19
2,77
3,77
4,17
5,20
6,82
7,83
8,78
9,74
10,31
11,49
12,61
13,13
1,39
2,4
3,65
4,74
5,54
1,61
2,40
3,80
4,76
5,72
6,83
7,77
8,82
9,50
10,80
1,67
2,15
1,28
2,15
1,78
2,77
3,48
1,6
2,76
3,81
4,56
5,72
6,75
7,41
8,73
9,68
10,81
11,76
1,62
2,12
1,10
2,82
3,101
1,24
2,38
3,12
1,62
1,66
2,59
3,75
4,45
5,76
6,78
7,75
1,35
2,84
1,34
2,75
1,73
2,75
3,31
4,18
1,60
2,36
3,68
4,8
5,11
6,19
1,33
2,74
1,75
2,13
3,5
4,76
1,74
2,75
3,69
4,142
5,59
6,76
7,2
8,80
9,20
10,81
11,50
12,79
13,1
14,37
15,72
16,31
17,21
18,17
1,65
2,65
3,67
4,55
5,66
6,66
7,65
8,67
9,68
10,2
11,72
12,66
13,50
14,64
15,64
16,67
1,21
2,3
3,15
4,131
5,61
6,8
1,64
2,16
1,6
2,32
3,47
4,34
1,113
2,10
3,107
1,76
1,25
1,62
1,27
2,7
3,11
4,81
1,20
2,2
3,59
4,9
1,81
2,77
3,25
4,29
5,79
6,74
7,76
8,81
9,60
10,80
11,80
12,65
13,75
14,11
15,60
16,16
17,79
18,79
19,76
20,84
21,51
22,76
23,76
24,80
25,75
26,51
27,66
28,78
29,78
30,79
31,74
32,78
33,76
34,79
35,60
36,77
37,77
38,50
39,76
40,52
41,80
42,77
43,81
44,46
45,79
1,42
2,66
3,22
4,66
5,66
6,68
7,38
8,23
9,65
10,68
11,68
12,68
13,20
14,70
15,65
16,66
17,65
18,35
19,64
20,1
21,69
22,68
23,69
24,66
25,65
26,68
27,65
28,65
29,67
30,63
31,64
32,8
33,66
34,67
35,64
36,66
37,23
38,27
1,72
2,79
3,77
4,81
5,80
6,77
7,71
8,78
9,78
10,76
11,3
12,78
13,78
14,69
15,50
16,76
17,63
18,82
19,83
20,10
21,80
22,46
23,4
24,76
25,79
26,77
27,4
28,20
1,78
2,36
3,29
1,58
2,7
3,82
4,76
5,77
6,76
7,78
8,96
1,64
2,1
3,4
1,68
2,66
3,53
1,43
2,77
1,7
2,76
3,74
4,81
5,28
6,29
7,77
8,79
9,6
1,63
1,76
1,82
2,2
3,33
1,67
1,74
2,24
3,75
4,78
1,76
2,76
3,6
4,78
5,12
6,35
7,41
8,81
9,9
10,61
11,78
12,34
13,74
14,11
15,35
16,40
17,11
18,72
19,76
20,77
21,76
22,25
23,79
24,30
25,125
26,8
27,20
28,79
29,19
30,77
31,57
32,74
33,79
34,28
35,83
36,76
37,75
38,10
39,58
40,76
41,81
42,32
1,67
2,66
3,64
4,69
5,67
6,64
7,41
8,67
9,37
10,65
11,65
12,46
1,24
2,81
3,80
4,61
5,44
6,2
7,61
8,60
9,78
10,50
11,60
12,66
13,81
14,6
15,34
1,26
2,27
3,76
1,17
2,75
3,16
4,80
5,75
6,68
7,77
8,74
9,48
1,53
1,44
2,78
1,47
2,42
3,18
4,46
5,69
6,43
1,79
2,66
3,44
4,79
5,11
1,76
2,59
3,46
4,27
5,81
6,61
7,53
8,75
9,33
10,139
11,76
12,70
13,25
14,17
15,82
1,50
2,68
3,67
1,15
2,78
3,25
4,50
1,67
1,14
2,80
3,80
4,66
5,11
1,62
2,11
3,67
4,5
5,66
1,72
2,11
3,143
4,58
1,43
2,77
3,49
1,60
2,82
3,5
4,33
5,78
6,8
7,62
1,41
2,60
3,67
1,48
1,47
1,59
2,37
3,29
4,54
5,13
1,49
2,26
1,68
1,120
2,80
3,85
4,78
5,20
6,80
1,63
2,70
3,26
4,50
5,67
6,64
1,58
2,19
3,6
4,47
5,3
6,5
1,52
2,35
3,76
1,15
2,142
3,75
4,117
1,6
2,47
3,68
1,1
2,39
3,34
4,21
1,54
2,80
3,15
1,5
2,76
3,72
4,1
5,26
6,19
7,77
8,81
9,77
10,79
11,83
12,80
13,79
14,80
15,77
16,4
17,40
18,79
19,77
20,76
21,42
22,49
23,75
24,75
25,77
26,122
27,74
28,78
29,19
30,80
31,76
32,76
33,88
34,74
35,78
36,78
37,24
38,73
39,81
40,47
41,75
42,79
43,78
1,34
2,52
3,65
4,66
5,64
6,71
7,62
8,30
9,68
10,45
11,7
12,45
13,68
14,65
15,64
16,59
17,63
18,63
19,69
20,61
21,40
22,68
23,68
24,35
25,38
26,64
27,67
28,66
29,69
1,71
2,76
3,78
4,25
5,79
6,64
7,87
8,79
1,71
2,22
1,23
2,49
3,6
4,65
5,33
6,80
7,75
1,59
1,71
1,32
2,26
3,80
1,72
2,80
3,54
4,78
5,135
6,82
7,76
8,76
9,17
10,81
1,40
2,2
3,43
4,69
5,63
1,35
2,77
3,29
4,1
5,23
6,60
1,42
1,100
